日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-01-02,300787,11.31,11.35,11.53,11.24,23230,39119594.0,2.56,0.09,0.01,1.61
2024-01-03,300787,11.27,11.2,11.38,11.06,15593,25970862.0,2.82,-1.32,-0.15,1.08
2024-01-04,300787,11.08,11.02,11.24,10.98,15012,24675622.0,2.32,-1.61,-0.18,1.04
2024-01-05,300787,11.08,10.84,11.2,10.78,13665,22186150.0,3.81,-1.63,-0.18,0.95
2024-01-08,300787,10.83,10.53,10.89,10.52,18731,29675978.0,3.41,-2.86,-0.31,1.3
2024-01-09,300787,10.53,10.58,10.88,10.51,19769,31305962.0,3.51,0.47,0.05,1.37
2024-01-10,300787,10.58,10.35,10.65,10.28,19876,30815739.0,3.5,-2.17,-0.23,1.38
2024-01-11,300787,10.36,10.58,10.65,10.23,16173,25160446.0,4.06,2.22,0.23,1.12
2024-01-12,300787,10.58,10.46,10.74,10.45,11881,18651847.0,2.74,-1.13,-0.12,0.82
2024-01-15,300787,10.47,10.49,10.6,10.29,16401,25502597.0,2.96,0.29,0.03,1.14
2024-01-16,300787,10.42,10.42,10.56,10.25,13163,20288183.0,2.96,-0.67,-0.07,0.91
2024-01-17,300787,10.44,10.14,10.49,10.14,12346,18947207.0,3.36,-2.69,-0.28,0.85
2024-01-18,300787,10.14,9.95,10.22,9.67,22040,32389655.0,5.42,-1.87,-0.19,1.53
2024-01-19,300787,10.07,9.85,10.14,9.82,16980,25084007.0,3.22,-1.01,-0.1,1.18
2024-01-22,300787,9.86,9.11,9.91,8.98,25301,35656729.0,9.44,-7.51,-0.74,1.75
2024-01-23,300787,9.1,8.89,9.12,8.68,27255,36190956.0,4.83,-2.41,-0.22,1.89
2024-01-24,300787,8.96,8.9,9.07,8.5,23052,30264732.0,6.41,0.11,0.01,1.6
2024-01-25,300787,8.9,9.37,9.38,8.84,23823,32569661.0,6.07,5.28,0.47,1.65
2024-01-26,300787,9.5,9.35,9.5,9.22,16141,22474357.0,2.99,-0.21,-0.02,1.12
2024-01-29,300787,9.37,8.74,9.42,8.74,23781,31707407.0,7.27,-6.52,-0.61,1.65
2024-01-30,300787,8.66,8.49,8.88,8.48,21796,28244400.0,4.58,-2.86,-0.25,1.51
2024-01-31,300787,8.78,8.07,8.78,8.02,34014,42301688.0,8.95,-4.95,-0.42,2.35
2024-02-01,300787,8.05,8.04,8.23,7.83,35170,42279005.0,4.96,-0.37,-0.03,2.43
2024-02-02,300787,7.95,7.55,8.34,7.19,42576,49659990.0,14.3,-6.09,-0.49,2.95
2024-02-05,300787,7.29,6.4,7.43,6.23,55904,56255402.0,15.89,-15.23,-1.15,3.87
2024-02-06,300787,5.79,6.62,6.84,5.61,59924,56536346.0,19.22,3.44,0.22,4.15
2024-02-07,300787,6.72,6.49,6.94,6.11,56752,56654607.0,12.54,-1.96,-0.13,3.93
2024-02-08,300787,6.26,7.36,7.57,6.12,56514,57260541.0,22.34,13.41,0.87,3.91
2024-02-19,300787,7.4,8.09,8.3,7.4,45397,54687790.0,12.23,9.92,0.73,3.14
2024-02-20,300787,8.0,7.87,8.0,7.66,35241,41437264.0,4.2,-2.72,-0.22,2.44
2024-02-21,300787,7.86,8.07,8.25,7.77,22336,27157412.0,6.1,2.54,0.2,1.55
2024-02-22,300787,8.04,8.2,8.25,8.01,18441,22557992.0,2.97,1.61,0.13,1.28
2024-02-23,300787,8.21,8.6,8.65,8.2,20026,25314186.0,5.49,4.88,0.4,1.39
2024-02-26,300787,8.71,8.77,9.03,8.57,23277,30678390.0,5.35,1.98,0.17,1.61
2024-02-27,300787,8.68,9.24,9.24,8.48,22159,29672307.0,8.67,5.36,0.47,1.53
2024-02-28,300787,9.24,8.11,9.32,8.1,41827,54567203.0,13.2,-12.23,-1.13,2.9
2024-02-29,300787,8.07,8.43,8.49,8.06,24700,30850697.0,5.3,3.95,0.32,1.71
2024-03-01,300787,8.48,9.07,9.14,8.44,32456,42881738.0,8.3,7.59,0.64,2.25
2024-03-04,300787,9.29,8.87,9.3,8.68,29082,38664464.0,6.84,-2.21,-0.2,2.01
2024-03-05,300787,8.82,8.65,9.0,8.62,28308,37185426.0,4.28,-2.48,-0.22,1.96
2024-03-06,300787,8.55,8.66,8.84,8.55,20621,26805178.0,3.35,0.12,0.01,1.43
2024-03-07,300787,8.75,8.55,8.89,8.55,22834,29829414.0,3.93,-1.27,-0.11,1.58
2024-03-08,300787,8.64,8.79,8.81,8.56,19471,25398148.0,2.92,2.81,0.24,1.35
2024-03-11,300787,9.02,8.96,9.02,8.66,24923,32997381.0,4.1,1.93,0.17,1.73
2024-03-12,300787,8.97,9.0,9.09,8.84,22710,30484143.0,2.79,0.45,0.04,1.57
2024-03-13,300787,9.1,9.25,9.48,9.05,31975,44086981.0,4.78,2.78,0.25,2.21
2024-03-14,300787,9.25,9.03,9.26,8.88,26109,35297015.0,4.11,-2.38,-0.22,1.81
2024-03-15,300787,9.0,9.12,9.14,8.89,18424,24859502.0,2.77,1.0,0.09,1.28
2024-03-18,300787,9.19,9.45,9.46,9.19,21686,30234637.0,2.96,3.62,0.33,1.5
2024-03-19,300787,9.48,9.45,9.55,9.35,20639,29142205.0,2.12,0.0,0.0,1.53
2024-03-20,300787,9.47,9.53,9.55,9.38,20113,28414746.0,1.8,0.85,0.08,1.49
2024-03-21,300787,9.53,9.42,9.56,9.31,20007,28144854.0,2.62,-1.15,-0.11,1.48
2024-03-22,300787,9.41,9.35,9.51,9.26,25155,35207469.0,2.65,-0.74,-0.07,1.86
2024-03-25,300787,9.31,9.05,9.46,9.05,29824,41199013.0,4.39,-3.21,-0.3,2.21
2024-03-26,300787,9.07,9.03,9.18,8.9,19858,26866428.0,3.09,-0.22,-0.02,1.47
2024-03-27,300787,9.07,8.55,9.07,8.55,22588,29674308.0,5.76,-5.32,-0.48,1.67
2024-03-28,300787,8.55,8.88,9.05,8.55,20533,27174611.0,5.85,3.86,0.33,1.52
2024-03-29,300787,8.91,8.96,9.01,8.8,15934,21177818.0,2.36,0.9,0.08,1.18
2024-04-01,300787,8.97,9.24,9.28,8.91,23555,32295160.0,4.13,3.13,0.28,1.75
2024-04-02,300787,9.21,9.22,9.34,9.14,19716,27164550.0,2.16,-0.22,-0.02,1.46
2024-04-03,300787,9.18,9.1,9.18,8.84,20596,27822682.0,3.69,-1.3,-0.12,1.53
2024-04-08,300787,9.15,8.51,9.15,8.51,22372,29377542.0,7.03,-6.48,-0.59,1.66
2024-04-09,300787,8.56,8.78,8.82,8.53,20393,26511475.0,3.41,3.17,0.27,1.51
2024-04-10,300787,8.78,8.54,8.78,8.31,21937,27980705.0,5.35,-2.73,-0.24,1.63
2024-04-11,300787,8.29,8.32,8.57,8.27,18224,22953771.0,3.51,-2.58,-0.22,1.35
2024-04-12,300787,8.31,8.46,8.65,8.23,30298,38581095.0,5.05,1.68,0.14,2.24
2024-04-15,300787,8.35,7.78,8.55,7.64,43968,52425987.0,10.76,-8.04,-0.68,3.26
2024-04-16,300787,7.66,6.97,7.68,6.92,42627,45825928.0,9.77,-10.41,-0.81,3.16
2024-04-17,300787,7.16,7.79,7.83,7.16,35672,40818625.0,9.61,11.76,0.82,2.64
2024-04-18,300787,7.81,7.79,8.0,7.62,26163,30623942.0,4.88,0.0,0.0,1.94
2024-04-19,300787,7.72,7.58,7.8,7.47,18900,21647345.0,4.24,-2.7,-0.21,1.4
2024-04-22,300787,7.56,7.61,7.7,7.15,22232,25067832.0,7.26,0.4,0.03,1.65
2024-04-23,300787,7.69,7.8,7.86,7.56,19212,22407960.0,3.94,2.5,0.19,1.42
2024-04-24,300787,7.8,8.18,8.24,7.8,20566,24984555.0,5.64,4.87,0.38,1.52
2024-04-25,300787,8.13,8.66,8.67,8.08,28812,36652229.0,7.21,5.87,0.48,2.13
2024-04-26,300787,8.68,8.25,8.68,7.87,63377,77798557.0,9.35,-4.73,-0.41,4.7
2024-04-29,300787,8.2,8.68,8.71,8.18,44810,57083807.0,6.42,5.21,0.43,3.32
2024-04-30,300787,8.7,8.74,8.86,8.53,29908,38842108.0,3.8,0.69,0.06,2.22
2024-05-06,300787,8.8,8.91,8.98,8.78,24202,32165074.0,2.29,1.95,0.17,1.79
2024-05-07,300787,8.91,8.94,8.97,8.75,16073,21380127.0,2.47,0.34,0.03,1.19
2024-05-08,300787,8.94,8.78,8.95,8.73,14981,19776625.0,2.46,-1.79,-0.16,1.11
2024-05-09,300787,8.84,8.95,9.03,8.82,13473,18047155.0,2.39,1.94,0.17,1.0
2024-05-10,300787,8.97,8.75,9.09,8.7,17139,22488851.0,4.36,-2.23,-0.2,1.27
2024-05-13,300787,8.75,8.55,8.8,8.48,14185,18263308.0,3.66,-2.29,-0.2,1.05
2024-05-14,300787,8.62,8.61,8.85,8.55,15469,20036980.0,3.51,0.7,0.06,1.15
2024-05-15,300787,8.6,8.64,8.75,8.46,18918,24472098.0,3.37,0.35,0.03,1.4
2024-05-16,300787,8.69,8.75,8.82,8.62,16897,22119984.0,2.31,1.27,0.11,1.25
2024-05-17,300787,8.9,8.96,8.96,8.68,16642,21986466.0,3.2,2.4,0.21,1.23
2024-05-20,300787,8.95,8.92,9.06,8.84,16734,22356596.0,2.46,-0.45,-0.04,1.24
2024-05-21,300787,8.82,8.92,9.02,8.82,14229,18969733.0,2.24,0.0,0.0,1.05
2024-05-22,300787,8.84,9.14,9.16,8.84,30171,40790815.0,3.59,2.47,0.22,2.24
2024-05-23,300787,9.07,8.96,9.12,8.93,20536,27691952.0,2.08,-1.97,-0.18,1.52
2024-05-24,300787,8.98,8.84,9.11,8.79,29393,39243105.0,3.57,-1.34,-0.12,2.18
2024-05-27,300787,8.81,8.75,8.87,8.51,37358,48249165.0,4.07,-1.02,-0.09,2.77
2024-05-28,300787,8.86,8.72,8.93,8.56,36949,39488570.0,4.23,-0.34,-0.03,2.29
2024-05-29,300787,8.66,9.1,9.1,8.6,54759,59759037.0,5.73,4.36,0.38,3.39
2024-05-30,300787,8.92,8.95,9.22,8.56,54619,59752695.0,7.25,-1.65,-0.15,3.38
2024-05-31,300787,8.92,9.16,9.32,8.88,48992,55019312.0,4.92,2.35,0.21,3.03
2024-06-03,300787,9.36,8.95,9.42,8.8,48596,53929504.0,6.77,-2.29,-0.21,3.01
