日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-01-02,000004,16.1,16.14,16.44,16.05,28867,46791154.0,2.42,0.06,0.01,2.29
2024-01-03,000004,16.13,16.3,16.3,15.9,30331,48777545.0,2.48,0.99,0.16,2.4
2024-01-04,000004,16.19,16.88,17.53,15.92,160186,270724052.84,9.88,3.56,0.58,12.68
2024-01-05,000004,16.58,16.36,17.49,16.04,129764,216743556.88,8.59,-3.08,-0.52,10.28
2024-01-08,000004,16.25,16.34,16.7,16.0,83139,136151691.28,4.28,-0.12,-0.02,6.58
2024-01-09,000004,16.15,15.9,16.48,15.78,72728,116930787.31,4.28,-2.69,-0.44,5.76
2024-01-10,000004,15.82,16.23,17.1,15.4,115795,189235997.1,10.69,2.08,0.33,9.17
2024-01-11,000004,16.08,16.86,16.91,15.96,115922,193317657.7,5.85,3.88,0.63,9.18
2024-01-12,000004,16.6,16.03,16.7,16.0,85264,139146861.0,4.15,-4.92,-0.83,6.75
2024-01-15,000004,15.77,15.75,16.03,15.64,46757,73775857.0,2.43,-1.75,-0.28,3.7
2024-01-16,000004,15.7,15.24,15.75,14.96,69677,106184804.6,5.02,-3.24,-0.51,5.52
2024-01-17,000004,15.2,15.0,15.45,14.97,35480,53799047.4,3.15,-1.57,-0.24,2.81
2024-01-18,000004,14.8,14.71,15.06,14.39,49445,72259908.6,4.47,-1.93,-0.29,3.92
2024-01-19,000004,14.77,14.77,15.13,14.43,53549,78981826.4,4.76,0.41,0.06,4.24
2024-01-22,000004,14.69,13.51,14.76,13.38,53578,75351798.2,9.34,-8.53,-1.26,4.24
2024-01-23,000004,13.4,13.45,13.72,13.26,34679,46588715.65,3.4,-0.44,-0.06,2.75
2024-01-24,000004,13.46,13.59,13.72,13.14,38001,51229453.2,4.31,1.04,0.14,3.01
2024-01-25,000004,13.66,14.52,14.95,13.5,108308,156045471.0,10.67,6.84,0.93,8.58
2024-01-26,000004,14.47,14.78,15.89,14.3,138861,208805536.4,10.95,1.79,0.26,11.0
2024-01-29,000004,14.48,14.9,15.38,14.05,117145,172466519.6,9.0,0.81,0.12,9.28
2024-01-30,000004,14.37,13.72,15.0,13.72,80857,114723146.0,8.59,-7.92,-1.18,6.4
2024-01-31,000004,13.7,12.35,13.82,12.35,70312,90503591.0,10.71,-9.99,-1.37,5.57
2024-02-01,000004,11.6,12.01,12.45,11.5,51659,62090534.0,7.69,-2.75,-0.34,4.09
2024-02-02,000004,12.23,11.36,12.49,10.9,55091,64286968.5,13.24,-5.41,-0.65,4.36
2024-02-05,000004,11.35,10.22,11.35,10.22,50179,52368362.31,9.95,-10.04,-1.14,3.97
2024-02-06,000004,9.5,9.25,10.05,9.2,92175,86492812.0,8.32,-9.49,-0.97,7.3
2024-02-07,000004,9.47,9.12,9.58,8.6,103506,93199307.43,10.59,-1.41,-0.13,8.2
2024-02-08,000004,8.9,9.63,9.66,8.7,82127,76109210.1,10.53,5.59,0.51,6.5
